Title,Sale price,Merchant,Division,Category,Sub category,Artice type,Fabric,Occasion,Pattern,Image URL
Burgundy Solid Top,2990,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,3,,2,http://static3.jassets.com/p/Mango-Burgundy-Solid-Top-4707-196459003-1-catalog_m.jpg
Vero Moda Viscose Shirt,1999,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Shirts,viscose,1,,http://n1.sdlcdn.com/imgs/e/1/5/230x258/Vero-Moda-Viscose-Shirt-SDL078754044-1-e51a2.jpg
Grey & Mustard Yellow Printed Straight Kurta,1499,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,viscose,,printed,http://static2.jassets.com/p/Aurelia-Grey---Mustard-Yellow-Printed-Straight-Kurta-2098-234664003-1-catalog_m.jpg
Fuchsia Printed Stole,1535,jabong,clothing & accessories,western wear,accessories,Clothing Accessories,5,,printed,http://static1.jassets.com/p/Monte-Carlo-Fuchsia-Printed-Stole-9866-637635003-1-catalog_m.jpg
White Printed Capri,899,jabong,clothing & accessories,lingerie & nightwear,nightwear,Loungewear,viscose,,printed,http://static4.jassets.com/p/Mystere-Paris-White-Printed-Capri-0879-940856003-1-catalog_m.jpg
Beige Solid Regular Fit Chinos,1899,jabong,clothing & accessories,trousers,casuals,Trousers,elastane,,2,http://static2.jassets.com/p/Park-Avenue-Beige-Solid-Chinos-8252-3487591-1-catalog_m.jpg
Mustard Yellow Solid Tank Top,999,jabong,clothing & accessories,western wear,"shirts, tops & tees",Tops,5,,2,http://static3.jassets.com/p/Splash-Mustard-Yellow-Solid-Tank-Top-5182-9524972-1-catalog_m.jpg
Highflier Floral Print Skirt With Elastic Waistband At The Back - Orange,649,firstcry,clothing & accessories,western wear,skirts,skirts,3,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1419625a.jpg
Red Coloured Printed Maxi Dress,2195,jabong,clothing & accessories,western wear,dresses,Dresses,3,,printed,http://static3.jassets.com/p/Nun-Red-Coloured-Printed-Maxi-Dress-4412-291849003-1-catalog_m.jpg
Peach Printed Blouse,1499,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,viscose,,printed,http://static2.jassets.com/p/Madame-Peach-Printed-Blouse-1146-288961003-1-catalog_m.jpg
Grey Printed Panty,499,jabong,clothing & accessories,lingerie & nightwear,lingerie & underwear,Panties,5,,printed,http://static4.jassets.com/p/Clovia-Grey-Printed-Panty-7879-254002003-1-catalog_m.jpg
Floral Embroidered Romper,1899,forever21,clothing & accessories,western wear,dresses,,viscose,,,https://www.forever21.com/images/default_330/00110328-03.jpg
Pink Printed Kurta,1299,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,printed,http://static4.jassets.com/p/Rangriti-Pink-Printed-Kurta-5988-355780003-1-catalog_m.jpg
Beige Viscose Tussar Kosi Front Pintuck Detail Mini Kurta,2290,fabindia,,,,Knee Length Kurta,viscose,,2,https://www.fabindia.com/ccstore/v1/images/?source=/file/v6495378941877865351/products/10518439BG.10518439.f.16032018.jpg
Taper Trouser,4550,jabong,clothing & accessories,trousers,casuals,Trousers,1,,2,http://static3.jassets.com/p/Next-Taper-Trouser-3013-949642003-1-catalog_m.jpg
109F Womens Printed Top,2299,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,viscose,1,printed,https://sslimages1.shoppersstop.com/sys-master/images/h2e/h61/9468768124958/201603011_7086.jpg_230Wx334H
Womens Printed Kurta,799,shoppersstop,clothing & accessories,2 wear,kurtas,Kurtas,viscose,1,,https://sslimages3.shoppersstop.com/sys-master/images/hbb/hdc/9629172138014/201817807_9212.jpg_230Wx334H
MissGudi Viscose White T-Shirts,880,snapdeal,,,,Tees & Polo,viscose,,,https://n1.sdlcdn.com/imgs/h/n/x/large/MissGudi-Viscose-White-T-Shirts-SDL607024066-1-50648.jpeg
Red Embellished Flared Skirt,2099,jabong,clothing & accessories,western wear,skirts,"Capris, Shorts & Skirts",3,,embellished,http://static1.jassets.com/p/Laabha-Red-Embellished-Flared-Skirt-6413-934600103-1-catalog_m.jpg
Vixenwrap Viscose Night Shirts,1399,snapdeal,clothing & accessories,lingerie & nightwear,nightwear,Nightwear,viscose,1,,http://n1.sdlcdn.com/imgs/f/g/s/230x258/Vixenwrap-Viscose-Night-Shirts-SDL330002142-1-801ee.jpg
Navy Blue Solid A-Line Top,2299,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,3,,2,http://static2.jassets.com/p/Marks---Spencer-Navy-Blue-Solid-A-Line-Top-7282-314369003-1-catalog_m.jpg
Womens Solid Ankle Length Leggings,599,shoppersstop,clothing & accessories,western wear,leggings,Jeans & Leggings,viscose,,,https://sslimages1.shoppersstop.com/sys-master/images/hcb/hd1/9627587051550/201828807_9607.jpg_230Wx334H
Red Embroidered Viscose Kurta,3599,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,viscose,,embroidered,http://static4.jassets.com/p/Wishful-By-W-Red-Embroidered-Viscose-Kurta-5838-6912253-1-catalog_m.jpg
FUSION BEATS Womens V Neck Embroidered Kurta,2299,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Indianwear,viscose,1,,https://sslimages.s3-ap-southeast-1.amazonaws.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/DDCABECB6B0E424E917946571C3E92B8/203677766_9308_DDCABECB6B0E424E917946571C3E92B8.jpg
Frenchtrendz Viscose Tank Tops,609,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,viscose,1,,http://n1.sdlcdn.com/imgs/e/j/u/230x258/Frenchtrendz-Viscose-Tank-Tops-SDL392101305-1-65c3b.jpg
Aarika Girl's Sleeveless Top with Denim Jeans,4109,snapdeal,clothing & accessories,baby,baby girls 0-24m,Top & Bottom Sets,viscose,,,http://n1.sdlcdn.com/imgs/f/o/6/230x258/Aarika-Girl-s-Sleeveless-Top-SDL490513281-1-c4347.jpg
Navy Blue Sweater,4070,jabong,clothing & accessories,sweaters,pullovers,Sweaters,2,,,http://static2.jassets.com/p/Next-Navy-Blue-Sweater-4060-996092003-1-catalog_m.jpg
Maroon Printed T-Shirt,999,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tees,viscose,,printed,http://static1.jassets.com/p/Vero-Moda-Maroon-Printed-T-Shirt-4286-649667003-1-catalog_m.jpg
Navy Blue Pyjama,949,jabong,clothing & accessories,trousers,trousers,Jeans & Trousers,viscose,,,http://static2.jassets.com/p/Oxolloxo-Navy-Blue-Pyjama-0843-6460482-1-catalog_m.jpg
Beige & Black Printed A-Line Kurta,1699,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,,http://static4.jassets.com/p/Shree-Beige---Black-Printed-A-Line-Kurta-5873-084299003-1-catalog_m.jpg
Comix Viscose Tank Tops,625,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,viscose,1,,http://n1.sdlcdn.com/imgs/e/9/3/230x258/Comix-Viscose-Tank-Tops-SDL177909289-1-2e098.jpg
Purple Printed Palazzo,2499,jabong,clothing & accessories,western wear,trousers,Trousers,viscose,,printed,http://static1.jassets.com/p/W-Purple-Printed-Palazzo-6900-278562003-1-catalog_m.jpg
R.J. Fusion & Threads Solid Men's Waistcoat,5999,flipkart,clothing & accessories,suits & blazers,waistcoats,Waistcoats,viscose,,,https://rukminim1.flixcart.com/image/200/200/waistcoat/k/q/u/rjd-1c-r-j-fusion-threads-40-original-imaeqymyadvfxwyr.jpeg?q=90
Cowl Neck Elbow Length Sleeves Top,999,jabong,clothing & accessories,western wear,"shirts, tops & tees",Tops,viscose,,embroidered,http://static4.jassets.com/p/Sangria-Cowl-Neck-Elbow-Length-Sleeves-Top-5693-159110003-1-catalog_m.jpg
Multicoloured Printed Off Shoulder Dress,1599,jabong,clothing & accessories,western wear,dresses,Dresses,lycra,,printed,http://static2.jassets.com/p/Sassafras-Multicoloured-Printed-Off-Shoulder-Dress-0421-2882782-1-catalog_m.jpg
Being Fab Men Checkered Casual Blue Shirt,2190,flipkart,clothing & accessories,shirts,1 shirts,Casual & Party Wear Shirts,viscose,,,https://rukminim1.flixcart.com/image/200/200/j3xbzww0/shirt/e/k/y/40-bfshtchk134blue-being-fab-original-imaeuyehn3msxmv2.jpeg?q=90
White & Black Solid V-Neck T-Shirt,899,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tees,3,,2,http://static1.jassets.com/p/Forever-21-White---Black-Solid-V-Neck-T-Shirt-8580-362069003-1-catalog_m.jpg
Black Printed Blouse,1049,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,viscose,,printed,http://static4.jassets.com/p/IDK-Black-Printed-Blouse-4399-022668003-1-catalog_m.jpg
Grey Printed Kurta,1499,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,viscose,,printed,http://static4.jassets.com/p/Mustard-Grey-Printed-Kurta-8001-2321682-1-catalog_m.jpg
Cream Solid Sweater,1099,jabong,clothing & accessories,western wear,sweaters,Sweaters,1,,2,http://static2.jassets.com/p/Manola-Cream-Solid-Sweater-9170-004803003-1-catalog_m.jpg
Navy Blue Coloured Embroidered Maxi Dress,8999,jabong,clothing & accessories,western wear,dresses,Dresses,3,,1 print,http://static1.jassets.com/p/Wills-Lifestyle-Navy-Blue-Coloured-Embroidered-Maxi-Dress-2384-746300103-1-catalog_m.jpg
Orange Printed Shrug,1049,jabong,clothing & accessories,western wear,sweaters,Shrugs,viscose,,printed,http://static1.jassets.com/p/People-Orange-Printed-Shrug-4552-713562003-1-catalog_m.jpg
Navy Blue Printed Viscose Kurta With Lining,2799,jabong,clothing & accessories,western wear,"shirts, tops & tees",Kurtas & Kurtis,viscose,,printed,http://static1.jassets.com/p/Biba-Navy-Blue-Printed-Viscose-Kurta-With-Lining-8479-8857172-1-catalog_m.jpg
Blue Striped Tunic,2990,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tunics,2,,striped,http://static2.jassets.com/p/Next-Blue-Striped-Tunic-8223-220668003-1-catalog_m.jpg
Brown Solid Kurta,1899,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,2,http://static2.jassets.com/p/Shaily-Brown-Solid-Kurta-5517-110556003-1-catalog_m.jpg
Blue Printed Top,1999,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,3,,self design,http://static3.jassets.com/p/Vero-Moda-Blue-Printed-Top-7812-157920103-1-catalog_m.jpg
SK NAREN Viscose Jeggings - Yellow,699,snapdeal,,,,Jeans Jeggings & Tights,viscose,,,https://n2.sdlcdn.com/imgs/h/1/q/large/SK-NAREN-Viscose-Jeggings-Yellow-SDL228239870-1-4eb53.jpg
Multicoloured Printed Kurta,999,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,printed,http://static3.jassets.com/p/Avaana-Multicoloured-Printed-Kurta-1776-779105003-1-catalog_m.jpg
VERO MODA Womens Round Neck Printed Top,999,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,viscose,1,printed,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/E231FE5DFC76481588F2EDF8AA29D56A/202988560_9217_E231FE5DFC76481588F2EDF8AA29D56A.jpg
Turquoise Blue Printed Kurti,2800,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,printed,http://static3.jassets.com/p/Shelina-Turquoise-Blue-Printed-Kurti-7520-132679003-1-catalog_m.jpg
Off White Solid Blouse,699,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,5,,2,http://static2.jassets.com/p/Allen-Solly-Off-White-Solid-Blouse-9806-448267003-1-catalog_m.jpg
Navy Blue Embroidered Blouse,1295,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,viscose,,embroidered,http://static3.jassets.com/p/Only-Navy-Blue-Embroidered-Blouse-9188-575814003-1-catalog_m.jpg
Pink Printed Shift Dress,1499,jabong,clothing & accessories,western wear,dresses,Dresses,3,,printed,http://static1.jassets.com/p/Magnetic-Designs-Pink-Printed-Shift-Dress-1403-276729003-1-catalog_m.jpg
Beige Coloured Embroidered Maxi Dress,1999,jabong,clothing & accessories,2 wear,dress material,Dresses,3,,self design,http://static2.jassets.com/p/Shree-Beige-Coloured-Embroidered-Maxi-Dress-6003-967664003-1-catalog_m.jpg
Navy Blue Solid Coloured Pant,899,jabong,clothing & accessories,western wear,trousers,Trousers,viscose,,2,http://static1.jassets.com/p/Aurelia-Navy-Blue-Solid-Coloured-Pant-9820-232851003-1-catalog_m.jpg
Blue Printed Coloured Pant,3299,jabong,clothing & accessories,sportswear,track pants & trousers,Trousers,viscose,,printed,http://static4.jassets.com/p/Tom-Tailor-Blue-Printed-Coloured-Pant-9245-3917372-1-catalog_m.jpg
aruNaya Design Studio Viscose Dresses,4000,snapdeal,clothing & accessories,western wear,dresses,Dresses,viscose,,,http://n1.sdlcdn.com/imgs/e/w/s/230x258/aruNaya-Design-Studio-Viscose-Dresses-SDL852248080-1-46a6b.jpg
Yellow Printed Kurta,1199,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,printed,http://static2.jassets.com/p/Shree-Yellow-Printed-Kurta-2273-689578003-1-catalog_m.jpg
Red Printed Regular Fit Palazzo,1499,jabong,clothing & accessories,western wear,trousers,Trousers,3,,printed,http://static1.jassets.com/p/Biba-Red-Printed-Regular-Fit-Palazzo-7595-257171003-1-catalog_m.jpg
Peach Printed Blouse,999,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,viscose,,printed,http://static4.jassets.com/p/Global-Desi-Peach-Printed-Blouse-9437-122995003-1-catalog_m.jpg
Multicoloured Printed Kurta,999,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,viscose,,printed,http://static4.jassets.com/p/Melange-by-Lifestyle-Multicoloured-Printed-Kurta-0893-354300003-1-catalog_m.jpg
Zip Front Jersey Maxi,2390,jabong,clothing & accessories,western wear,dresses,Dresses,1,,2,http://static1.jassets.com/p/Dorothy-Perkins-Zip-Front-Jersey-Maxi-6666-031750003-1-catalog_m.jpg
One Femme Black Viscose Dresses,2400,snapdeal,,,,Dresses,viscose,,,https://n4.sdlcdn.com/imgs/c/g/5/large/One-Femme-Black-Viscose-Dresses-SDL322204526-1-4f8b1.jpg
Cream Solid Shirt,1999,jabong,clothing & accessories,shirts,formal shirts,Shirts,3,,checkered,http://static3.jassets.com/p/Marks---Spencer-Off-White-Checked-Shirt-9550-202337003-1-catalog_m.jpg
Adidas Polyester Viscose Black Solids T-Shirt,3199,snapdeal,,,,T Shirts,1,,2,https://n2.sdlcdn.com/imgs/i/l/0/large/Adidas-Polyester-Viscose-Black-Solids-SDL495921004-1-42a45.jpeg
"Indigo Nation Street Striped Men's Round Neck White, Black T-Shirt",899,flipkart,clothing & accessories,t-shirts & polos,t-shirts,Indigo Nation Street T-Shirts,viscose,,,https://rukminim1.flixcart.com/image/200/200/t-shirt/m/g/d/13r00901-indigo-nation-street-39-original-imaemzdmms9ayw4n.jpeg?q=90
Mens 5 Pocket Solid Trousers,1599,shoppersstop,clothing & accessories,trousers,trousers,Cargos & Trousers,1,,2,https://sslimages2.shoppersstop.com/sys-master/images/h50/h90/9697565409310/201380515_9212.jpg_230Wx334H
Red Checked Shirt,1695,jabong,clothing & accessories,shirts,1 shirts,Shirts,viscose,,checkered,http://static4.jassets.com/p/Only-Red-Checked-Shirt-6949-706814003-1-catalog_m.jpg
White Embroidered Strappy Top,999,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,viscose,,,http://static3.jassets.com/p/Globus-White-Embroidered-Strappy-Top-6460-796486003-1-catalog_m.jpg
Viscose Tussar Contrast Embroidered Mini Kurta,2990,fabindia,clothing & accessories,2 wear,kurtas,Knee Length Kurtas,viscose,,embroidered,https://images-cdn.azureedge.net/azure/in-resources/bd5c1517-8d80-48d7-8e8e-365433ad124f/Images/ProductImages/Source/10496573-f-131117.jpg;width=285;height=362;scale=canvas;anchor=bottomcenter
Multicoloured Printed Pant,799,jabong,clothing & accessories,lingerie & nightwear,nightwear,Loungewear,viscose,,printed,http://static1.jassets.com/p/PrettySecrets-Multicoloured-Printed-Pant-0948-888564003-1-catalog_m.jpg
Aqua Blue Solid Shorts,599,jabong,clothing & accessories,western wear,shorts,"Capris, Shorts & Skirts",viscose,,2,http://static4.jassets.com/p/Oxolloxo-Aqua-Blue-Solid-Shorts-1074-216196003-1-catalog_m.jpg
Pink Embroidered Blouse,1849,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,viscose,,self design,http://static4.jassets.com/p/Oxolloxo-Pink-Embroidered-Blouse-9941-593345003-1-catalog_m.jpg
Black Solid Leggings,899,jabong,clothing & accessories,western wear,leggings,Leggings,2,,2,http://static4.jassets.com/p/Kook-N-Keech-Black-Solid-Leggings-4399-187080003-1-catalog_m.jpg
Frenchtrendz Viscose Jeggings,1218,snapdeal,,,,Jeans Jeggings & Tights,viscose,1,,https://n3.sdlcdn.com/imgs/d/1/2/large/Frenchtrendz-Viscose-Jeggings-SDL311142830-1-e10e3.jpg
Goodtry Viscose Harem/Patiala,1299,snapdeal,,,,Pants & Capris,viscose,,,https://n2.sdlcdn.com/imgs/g/q/1/large/Goodtry-Viscose-Harem-Patiala-SDL627557883-1-62616.jpeg
Multicoloured Printed Regular Fit Coloured Pants,2690,jabong,clothing & accessories,sportswear,trousers,Trousers,viscose,,printed,http://static1.jassets.com/p/Dorothy-Perkins-Multicoloured--Pansy-Coloured-Pant-9338-8795302-1-catalog_m.jpg
Magenta Solid Coloured Pants,699,jabong,clothing & accessories,western wear,trousers,Trousers,3,,2,http://static1.jassets.com/p/Shree-Magenta-Solid-Rayon-Coloured-Pant-1933-528177003-1-catalog_m.jpg
Multicoloured Printed Viscose Kurta,1599,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,viscose,,printed,http://static3.jassets.com/p/Global-Desi-Multicoloured-Printed-Viscose-Kurta-4854-767100003-1-catalog_m.jpg
Multicoloured Printed Blouse,1099,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,viscose,,printed,http://static3.jassets.com/p/Harpa-Multicoloured-Printed-Blouse-2779-396551003-1-catalog_m.jpg
Stretch-Knit Pants,1119,forever21,clothing & accessories,western wear,pants & capris,,nylon,,,https://www.forever21.com/images/default_330/00236699-04.jpg
Viscose Tussar Printed Button Detail Jacket,1990,fabindia,clothing & accessories,western wear,coats & jackets,Jackets,viscose,,printed,https://images-cdn.azureedge.net/azure/in-resources/bd5c1517-8d80-48d7-8e8e-365433ad124f/Images/ProductImages/Source/10480443-f-130917.jpg;width=310;height=394;scale=canvas;anchor=bottomcenter
Pink Printed Kurta,1099,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,,http://static4.jassets.com/p/Gerua-Pink-Printed-Kurta-4538-088809003-1-catalog_m.jpg
Beige Solid Kurta,1299,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,3,,,http://static2.jassets.com/p/Aks-Beige-Solid-Kurta-5547-384488003-1-catalog_m.jpg
Raymond Multi Poly Viscose Unstitched Shirts & Trousers,7495,snapdeal,,,,Suitings & Shirtings,1,,,https://n2.sdlcdn.com/imgs/g/i/j/large/Raymond-Multi-Poly-Viscose-Unstitched-SDL578700076-1-37777.jpeg
NumBrave Multi Color Viscose Leggings,4200,snapdeal,,,,Salwars & Leggings,viscose,,,https://n2.sdlcdn.com/imgs/b/t/5/large/NumBrave-Multi-Color-Viscose-Leggings-SDL903497335-1-8dbcc.jpg
Tan Self Pattern Leggings,695,jabong,clothing & accessories,western wear,leggings,Leggings,viscose,,self design,http://static3.jassets.com/p/Castle-Tan-Self-Pattern-Leggings-9749-206107003-1-catalog_m.jpg
White Printed Kurta,1099,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,2,,printed,http://static4.jassets.com/p/Aurelia-White-Printed-Kurta-2604-479287003-1-catalog_m.jpg
Olive Solid Blouse,1899,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,2,,2,http://static3.jassets.com/p/All-About-You-Olive-Solid-Blouse-7945-100635003-1-catalog_m.jpg
Aqua Blue Solid Blouse,999,jabong,clothing & accessories,western wear,"shirts, tops & tees",Tops,spandex,,2,http://static1.jassets.com/p/AND-Aqua-Blue-Solid-Blouse-8320-583090003-1-catalog_m.jpg
Masha Multi Color Viscose Briefs,699,snapdeal,,,,Panties,viscose,,,https://n4.sdlcdn.com/imgs/c/m/o/large/Masha-Multi-Color-Viscose-Briefs-SDL946401447-1-3e58b.jpg
Black Solid Kurta,1199,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,2,,2,http://static4.jassets.com/p/HERE-NOW-Black-Solid-Kurta-2967-358885003-1-catalog_m.jpg
Pink Self Pattern Shrug,2599,jabong,clothing & accessories,western wear,sweaters,Shrugs,viscose,,,http://static3.jassets.com/p/Allen-Solly-Peach-Self-Pattern-Shrug-8854-775322003-1-catalog_m.jpg
Turquoise Viscose Tussar Geometric Print Long Kurta,1390,fabindia,,,,Long Kurtas,viscose,,printed,https://www.fabindia.com/ccstore/v1/images/?source=/file/v2425017446887003609/products/10539926BU.f.020818.jpg
